val_acc,val_loss,train_acc,train_loss
0.7297,0.8772,0.7122,0.7331
0.7355,0.8553,0.7127,0.7304
0.7355,0.8553,0.7127,0.7304
0.7437,0.8398,0.7141,0.7279
0.7437,0.8398,0.7141,0.7279
0.7345,0.8909,0.7159,0.7254
0.7345,0.8909,0.7159,0.7254
0.7601,0.7921,0.7130,0.7304
0.7601,0.7921,0.7130,0.7304
0.7469,0.8464,0.7135,0.7256
0.7469,0.8464,0.7135,0.7256
0.7494,0.8170,0.7131,0.7255
0.7494,0.8170,0.7131,0.7255
0.7392,0.8794,0.7176,0.7176
0.7392,0.8794,0.7176,0.7176
0.7408,0.8771,0.7168,0.7232
0.7408,0.8771,0.7168,0.7232
0.7534,0.8259,0.7166,0.7195
0.7534,0.8259,0.7166,0.7195
0.7513,0.8406,0.7172,0.7165
0.7513,0.8406,0.7172,0.7165
0.7484,0.8426,0.7184,0.7141
0.7484,0.8426,0.7184,0.7141
0.7472,0.8430,0.7161,0.7180
0.7472,0.8430,0.7161,0.7180
0.7520,0.8354,0.7202,0.7118
0.7520,0.8354,0.7202,0.7118
0.7575,0.8343,0.7168,0.7211
0.7575,0.8343,0.7168,0.7211
0.7680,0.7682,0.7213,0.7116
0.7680,0.7682,0.7213,0.7116
0.7599,0.8014,0.7193,0.7135
0.7599,0.8014,0.7193,0.7135
0.7552,0.8492,0.7218,0.7095
0.7552,0.8492,0.7218,0.7095
0.7561,0.8412,0.7199,0.7106
0.7561,0.8412,0.7199,0.7106
0.7528,0.8368,0.7231,0.7032
0.7528,0.8368,0.7231,0.7032
0.7563,0.8138,0.7212,0.7083
0.7563,0.8138,0.7212,0.7083
0.7636,0.8098,0.7233,0.7054
0.7636,0.8098,0.7233,0.7054
0.7493,0.8451,0.7227,0.7037
0.7493,0.8451,0.7227,0.7037
0.7461,0.8680,0.7246,0.7008
0.7461,0.8680,0.7246,0.7008
0.7503,0.8801,0.7243,0.7009
0.7503,0.8801,0.7243,0.7009
0.7623,0.7997,0.7218,0.7041
0.7623,0.7997,0.7218,0.7041
0.7592,0.8153,0.7241,0.7026
0.7592,0.8153,0.7241,0.7026
0.7587,0.8275,0.7223,0.7074
0.7587,0.8275,0.7223,0.7074
0.7524,0.8507,0.7235,0.7029
0.7524,0.8507,0.7235,0.7029
0.7546,0.8570,0.7255,0.6972
0.7546,0.8570,0.7255,0.6972
0.7401,0.9356,0.7250,0.7002
0.7401,0.9356,0.7250,0.7002
0.7543,0.8591,0.7220,0.7087
0.7543,0.8591,0.7220,0.7087
0.7554,0.8242,0.7256,0.6986
0.7554,0.8242,0.7256,0.6986
0.7573,0.8858,0.7252,0.7007
0.7573,0.8858,0.7252,0.7007
0.7592,0.8391,0.7277,0.6943
0.7592,0.8391,0.7277,0.6943
0.7658,0.8391,0.7277,0.6936
0.7658,0.8391,0.7277,0.6936
0.7514,0.8772,0.7282,0.6927
0.7514,0.8772,0.7282,0.6927
0.7498,0.8820,0.7257,0.6979
0.7498,0.8820,0.7257,0.6979
0.7462,0.9243,0.7264,0.6930
0.7462,0.9243,0.7264,0.6930
0.7584,0.8402,0.7254,0.6973
0.7584,0.8402,0.7254,0.6973
0.7644,0.8378,0.7247,0.6974
0.7644,0.8378,0.7247,0.6974
0.7506,0.8934,0.7274,0.6909
0.7506,0.8934,0.7274,0.6909
0.7504,0.8622,0.7276,0.6912
0.7504,0.8622,0.7276,0.6912
0.7521,0.9097,0.7250,0.6980
0.7521,0.9097,0.7250,0.6980
0.7560,0.8915,0.7297,0.6882
0.7560,0.8915,0.7297,0.6882
0.7619,0.8554,0.7273,0.6932
0.7619,0.8554,0.7273,0.6932
0.7539,0.8693,0.7284,0.6902
0.7539,0.8693,0.7284,0.6902
0.7485,0.9101,0.7266,0.6935
0.7485,0.9101,0.7266,0.6935
0.7557,0.8708,0.7278,0.6906
0.7557,0.8708,0.7278,0.6906
0.7568,0.8917,0.7307,0.6883
0.7568,0.8917,0.7307,0.6883
0.7504,0.9082,0.7296,0.6875
0.7504,0.9082,0.7296,0.6875
0.7550,0.9423,0.7307,0.6817
0.7550,0.9423,0.7307,0.6817
0.7538,0.9063,0.7295,0.6884
0.7538,0.9063,0.7295,0.6884
0.7514,0.9166,0.7297,0.6871
0.7514,0.9166,0.7297,0.6871
0.7532,0.9274,0.7318,0.6827
0.7532,0.9274,0.7318,0.6827
0.7615,0.8722,0.7293,0.6886
0.7615,0.8722,0.7293,0.6886
0.7606,0.8938,0.7281,0.6888
0.7606,0.8938,0.7281,0.6888
0.7484,0.9630,0.7308,0.6862
0.7484,0.9630,0.7308,0.6862
0.7521,0.9250,0.7283,0.6897
0.7521,0.9250,0.7283,0.6897
0.7599,0.8921,0.7322,0.6816
0.7599,0.8921,0.7322,0.6816
0.7620,0.8782,0.7335,0.6819
0.7620,0.8782,0.7335,0.6819
0.7602,0.8861,0.7328,0.6822
0.7602,0.8861,0.7328,0.6822
0.7553,0.9222,0.7313,0.6818
0.7553,0.9222,0.7313,0.6818
0.7494,0.9257,0.7281,0.6883
0.7494,0.9257,0.7281,0.6883
0.7602,0.8914,0.7298,0.6845
0.7602,0.8914,0.7298,0.6845
0.7495,0.9590,0.7306,0.6832
0.7495,0.9590,0.7306,0.6832
0.7649,0.8852,0.7299,0.6854
0.7649,0.8852,0.7299,0.6854
0.7669,0.8456,0.7320,0.6820
0.7669,0.8456,0.7320,0.6820
0.7580,0.9292,0.7316,0.6810
0.7580,0.9292,0.7316,0.6810
0.7583,0.9022,0.7325,0.6781
0.7583,0.9022,0.7325,0.6781
0.7618,0.8870,0.7322,0.6779
0.7618,0.8870,0.7322,0.6779
0.7581,0.9173,0.7274,0.6908
0.7581,0.9173,0.7274,0.6908
0.7558,0.8987,0.7325,0.6785
0.7558,0.8987,0.7325,0.6785
0.7545,0.9406,0.7316,0.6831
0.7545,0.9406,0.7316,0.6831
0.7603,0.8926,0.7338,0.6775
0.7603,0.8926,0.7338,0.6775
0.7633,0.9003,0.7320,0.6796
0.7633,0.9003,0.7320,0.6796
0.7611,0.8987,0.7324,0.6783
0.7611,0.8987,0.7324,0.6783
0.7576,0.9274,0.7336,0.6767
0.7576,0.9274,0.7336,0.6767
0.7563,0.9352,0.7328,0.6802
0.7563,0.9352,0.7328,0.6802
0.7525,0.9426,0.7315,0.6781
0.7525,0.9426,0.7315,0.6781
0.7579,0.9333,0.7345,0.6733
0.7579,0.9333,0.7345,0.6733
0.7554,0.9318,0.7324,0.6790
0.7554,0.9318,0.7324,0.6790
0.7697,0.8746,0.7353,0.6731
0.7697,0.8746,0.7353,0.6731
0.7567,0.9617,0.7324,0.6769
0.7567,0.9617,0.7324,0.6769
0.7531,0.9701,0.7350,0.6743
0.7531,0.9701,0.7350,0.6743
0.7582,0.9603,0.7343,0.6777
0.7582,0.9603,0.7343,0.6777
0.7545,0.9240,0.7362,0.6693
0.7545,0.9240,0.7362,0.6693
0.7577,0.9168,0.7341,0.6748
0.7577,0.9168,0.7341,0.6748
0.7526,0.9571,0.7350,0.6724
0.7526,0.9571,0.7350,0.6724
0.7523,0.9551,0.7363,0.6669
0.7523,0.9551,0.7363,0.6669
0.7528,0.9458,0.7378,0.6662
0.7528,0.9458,0.7378,0.6662
0.7552,0.9211,0.7359,0.6718
0.7552,0.9211,0.7359,0.6718
0.7542,0.9417,0.7367,0.6694
0.7542,0.9417,0.7367,0.6694
0.7531,0.9447,0.7401,0.6599
0.7531,0.9447,0.7401,0.6599
0.7595,0.9221,0.7394,0.6604
0.7595,0.9221,0.7394,0.6604
0.7490,0.9520,0.7379,0.6651
0.7490,0.9520,0.7379,0.6651
0.7554,0.9582,0.7395,0.6612
0.7554,0.9582,0.7395,0.6612
0.7525,0.9627,0.7393,0.6610
0.7525,0.9627,0.7393,0.6610
0.7642,0.9185,0.7416,0.6576
0.7642,0.9185,0.7416,0.6576
0.7589,0.9148,0.7385,0.6645
0.7589,0.9148,0.7385,0.6645
0.7605,0.9301,0.7407,0.6595
0.7605,0.9301,0.7407,0.6595
0.7696,0.9077,0.7397,0.6576
0.7696,0.9077,0.7397,0.6576
0.7629,0.9087,0.7406,0.6589
0.7629,0.9087,0.7406,0.6589
0.7559,0.9693,0.7401,0.6572
0.7559,0.9693,0.7401,0.6572
0.7505,0.9755,0.7406,0.6591
0.7505,0.9755,0.7406,0.6591
0.7650,0.9141,0.7420,0.6558
0.7650,0.9141,0.7420,0.6558
0.7531,0.9707,0.7433,0.6519
0.7531,0.9707,0.7433,0.6519
0.7598,0.9310,0.7401,0.6559
0.7598,0.9310,0.7401,0.6559
0.7569,0.9525,0.7420,0.6549
0.7569,0.9525,0.7420,0.6549
0.7593,0.9420,0.7418,0.6549
0.7593,0.9420,0.7418,0.6549
0.7600,0.9355,0.7418,0.6518
0.7600,0.9355,0.7418,0.6518
0.7521,0.9471,0.7427,0.6509
0.7521,0.9471,0.7427,0.6509
0.7634,0.9019,0.7452,0.6481
0.7634,0.9019,0.7452,0.6481
0.7591,0.9299,0.7460,0.6461
0.7591,0.9299,0.7460,0.6461
0.7512,0.9646,0.7432,0.6502
0.7512,0.9646,0.7432,0.6502
0.7494,0.9863,0.7460,0.6461
0.7494,0.9863,0.7460,0.6461
0.7587,0.9310,0.7464,0.6426
0.7587,0.9310,0.7464,0.6426
0.7557,0.9702,0.7454,0.6466
0.7557,0.9702,0.7454,0.6466
0.7564,0.9260,0.7449,0.6462
0.7564,0.9260,0.7449,0.6462
0.7521,0.9722,0.7451,0.6472
0.7521,0.9722,0.7451,0.6472
0.7486,0.9758,0.7429,0.6523
0.7486,0.9758,0.7429,0.6523
0.7532,0.9530,0.7469,0.6444
0.7532,0.9530,0.7469,0.6444
0.7660,0.8952,0.7462,0.6404
0.7660,0.8952,0.7462,0.6404
0.7612,0.9381,0.7463,0.6415
0.7612,0.9381,0.7463,0.6415
0.7496,0.9704,0.7463,0.6437
0.7496,0.9704,0.7463,0.6437
0.7497,0.9917,0.7471,0.6435
0.7497,0.9917,0.7471,0.6435
0.7525,0.9640,0.7480,0.6409
0.7525,0.9640,0.7480,0.6409
0.7546,0.9526,0.7449,0.6455
0.7546,0.9526,0.7449,0.6455
0.7575,0.9265,0.7468,0.6416
0.7575,0.9265,0.7468,0.6416
0.7538,0.9502,0.7456,0.6422
0.7538,0.9502,0.7456,0.6422
0.7600,0.9107,0.7472,0.6398
0.7600,0.9107,0.7472,0.6398
0.7607,0.9464,0.7492,0.6360
0.7607,0.9464,0.7492,0.6360
0.7610,0.9286,0.7484,0.6384
0.7610,0.9286,0.7484,0.6384
0.7587,0.9415,0.7490,0.6362
0.7587,0.9415,0.7490,0.6362
0.7567,0.9722,0.7491,0.6369
0.7567,0.9722,0.7491,0.6369
0.7560,0.9802,0.7502,0.6339
0.7560,0.9802,0.7502,0.6339
0.7582,0.9390,0.7483,0.6352
0.7582,0.9390,0.7483,0.6352
0.7605,0.9460,0.7486,0.6399
0.7605,0.9460,0.7486,0.6399
0.7604,0.9271,0.7500,0.6349
0.7604,0.9271,0.7500,0.6349
0.7575,0.9467,0.7511,0.6319
0.7575,0.9467,0.7511,0.6319
0.7598,0.9346,0.7514,0.6315
0.7598,0.9346,0.7514,0.6315
0.7570,0.9630,0.7528,0.6277
0.7570,0.9630,0.7528,0.6277
0.7577,0.9359,0.7528,0.6285
0.7577,0.9359,0.7528,0.6285
0.7531,0.9794,0.7523,0.6280
0.7531,0.9794,0.7523,0.6280
0.7483,1.0054,0.7536,0.6239
0.7483,1.0054,0.7536,0.6239
0.7531,0.9791,0.7527,0.6262
0.7531,0.9791,0.7527,0.6262
0.7482,1.0072,0.7534,0.6246
0.7482,1.0072,0.7534,0.6246
0.7513,1.0022,0.7533,0.6263
0.7513,1.0022,0.7533,0.6263
0.7553,0.9933,0.7547,0.6234
0.7553,0.9933,0.7547,0.6234
0.7503,0.9850,0.7537,0.6248
0.7503,0.9850,0.7537,0.6248
0.7592,0.9405,0.7532,0.6266
0.7592,0.9405,0.7532,0.6266
0.7573,0.9559,0.7545,0.6231
0.7573,0.9559,0.7545,0.6231
0.7591,0.9591,0.7560,0.6200
0.7591,0.9591,0.7560,0.6200
0.7517,0.9795,0.7548,0.6214
0.7517,0.9795,0.7548,0.6214
0.7626,0.9227,0.7540,0.6224
0.7626,0.9227,0.7540,0.6224
0.7535,0.9785,0.7555,0.6182
0.7535,0.9785,0.7555,0.6182
0.7542,0.9961,0.7555,0.6197
0.7542,0.9961,0.7555,0.6197
0.7495,0.9942,0.7542,0.6208
0.7495,0.9942,0.7542,0.6208
0.7531,1.0037,0.7556,0.6204
0.7531,1.0037,0.7556,0.6204
0.7498,0.9983,0.7551,0.6177
0.7498,0.9983,0.7551,0.6177
0.7567,0.9617,0.7556,0.6148
0.7567,0.9617,0.7556,0.6148
0.7573,0.9672,0.7569,0.6155
0.7573,0.9672,0.7569,0.6155
0.7533,0.9983,0.7586,0.6132
0.7533,0.9983,0.7586,0.6132
0.7531,0.9984,0.7583,0.6126
0.7531,0.9984,0.7583,0.6126
0.7531,1.0015,0.7587,0.6124
0.7531,1.0015,0.7587,0.6124
0.7460,1.0475,0.7594,0.6097
0.7460,1.0475,0.7594,0.6097
0.7484,1.0310,0.7604,0.6067
0.7484,1.0310,0.7604,0.6067
0.7557,0.9859,0.7601,0.6095
0.7557,0.9859,0.7601,0.6095
0.7538,0.9976,0.7595,0.6094
0.7538,0.9976,0.7595,0.6094
0.7528,0.9884,0.7605,0.6077
0.7528,0.9884,0.7605,0.6077
0.7516,0.9924,0.7601,0.6085
0.7516,0.9924,0.7601,0.6085
0.7575,0.9852,0.7612,0.6049
0.7575,0.9852,0.7612,0.6049
0.7543,0.9865,0.7605,0.6073
0.7543,0.9865,0.7605,0.6073
0.7554,1.0087,0.7597,0.6078
0.7554,1.0087,0.7597,0.6078
0.7566,1.0033,0.7650,0.6004
0.7566,1.0033,0.7650,0.6004
0.7580,0.9859,0.7629,0.6048
0.7580,0.9859,0.7629,0.6048
0.7534,0.9985,0.7629,0.6019
0.7534,0.9985,0.7629,0.6019
0.7517,1.0090,0.7629,0.5998
0.7517,1.0090,0.7629,0.5998
0.7501,1.0273,0.7617,0.6008
0.7501,1.0273,0.7617,0.6008
0.7538,1.0025,0.7631,0.5980
0.7538,1.0025,0.7631,0.5980
0.7462,1.0487,0.7631,0.6000
0.7462,1.0487,0.7631,0.6000
0.7523,1.0498,0.7637,0.5953
0.7523,1.0498,0.7637,0.5953
0.7526,1.0386,0.7660,0.5951
0.7526,1.0386,0.7660,0.5951
0.7519,1.0260,0.7666,0.5944
0.7519,1.0260,0.7666,0.5944
0.7475,1.0515,0.7675,0.5928
0.7475,1.0515,0.7675,0.5928
0.7555,1.0191,0.7666,0.5905
0.7555,1.0191,0.7666,0.5905
0.7522,1.0179,0.7652,0.5936
0.7522,1.0179,0.7652,0.5936
0.7500,1.0364,0.7675,0.5914
0.7500,1.0364,0.7675,0.5914
0.7511,1.0497,0.7666,0.5927
0.7511,1.0497,0.7666,0.5927
0.7533,1.0477,0.7690,0.5865
0.7533,1.0477,0.7690,0.5865
0.7499,1.0498,0.7691,0.5864
0.7499,1.0498,0.7691,0.5864
0.7528,1.0418,0.7681,0.5891
0.7528,1.0418,0.7681,0.5891
0.7526,1.0373,0.7690,0.5853
0.7526,1.0373,0.7690,0.5853
0.7535,1.0354,0.7694,0.5850
0.7535,1.0354,0.7694,0.5850
0.7542,1.0300,0.7690,0.5828
0.7542,1.0300,0.7690,0.5828
0.7551,1.0267,0.7715,0.5802
0.7551,1.0267,0.7715,0.5802
0.7521,1.0452,0.7706,0.5819
0.7521,1.0452,0.7706,0.5819
0.7544,1.0323,0.7704,0.5812
0.7544,1.0323,0.7704,0.5812
0.7526,1.0404,0.7719,0.5787
0.7526,1.0404,0.7719,0.5787
0.7526,1.0380,0.7705,0.5787
0.7526,1.0380,0.7705,0.5787
0.7489,1.0606,0.7699,0.5801
0.7489,1.0606,0.7699,0.5801
0.7507,1.0449,0.7718,0.5769
0.7507,1.0449,0.7718,0.5769
0.7536,1.0264,0.7721,0.5773
0.7536,1.0264,0.7721,0.5773
0.7520,1.0412,0.7726,0.5767
0.7520,1.0412,0.7726,0.5767
0.7547,1.0242,0.7705,0.5796
0.7547,1.0242,0.7705,0.5796
0.7543,1.0295,0.7723,0.5754
0.7543,1.0295,0.7723,0.5754
0.7535,1.0362,0.7740,0.5775
0.7535,1.0362,0.7740,0.5775
0.7529,1.0479,0.7745,0.5710
0.7529,1.0479,0.7745,0.5710
0.7533,1.0341,0.7733,0.5728
0.7533,1.0341,0.7733,0.5728
0.7546,1.0301,0.7749,0.5720
0.7546,1.0301,0.7749,0.5720
0.7528,1.0261,0.7736,0.5736
0.7528,1.0261,0.7736,0.5736
0.7520,1.0397,0.7748,0.5731
0.7520,1.0397,0.7748,0.5731
0.7520,1.0495,0.7761,0.5691
0.7520,1.0495,0.7761,0.5691
0.7523,1.0461,0.7749,0.5700
0.7523,1.0461,0.7749,0.5700
0.7519,1.0485,0.7740,0.5703
0.7519,1.0485,0.7740,0.5703
0.7499,1.0616,0.7754,0.5687
0.7499,1.0616,0.7754,0.5687
0.7526,1.0541,0.7764,0.5653
0.7526,1.0541,0.7764,0.5653
0.7547,1.0404,0.7752,0.5695
0.7547,1.0404,0.7752,0.5695
0.7547,1.0389,0.7762,0.5672
0.7547,1.0389,0.7762,0.5672
0.7541,1.0490,0.7771,0.5627
0.7541,1.0490,0.7771,0.5627
0.7537,1.0470,0.7750,0.5695
0.7537,1.0470,0.7750,0.5695
0.7541,1.0421,0.7761,0.5664
0.7541,1.0421,0.7761,0.5664
0.7543,1.0457,0.7761,0.5685
0.7543,1.0457,0.7761,0.5685
0.7542,1.0459,0.7760,0.5694
0.7542,1.0459,0.7760,0.5694
0.7536,1.0543,0.7772,0.5636
0.7536,1.0543,0.7772,0.5636
0.7537,1.0532,0.7763,0.5646
0.7537,1.0532,0.7763,0.5646
0.7542,1.0525,0.7786,0.5611
0.7542,1.0525,0.7786,0.5611
0.7555,1.0472,0.7778,0.5616
0.7555,1.0472,0.7778,0.5616
0.7540,1.0455,0.7763,0.5670
0.7540,1.0455,0.7763,0.5670
0.7538,1.0443,0.7788,0.5636
0.7538,1.0443,0.7788,0.5636
0.7534,1.0490,0.7768,0.5636
0.7534,1.0490,0.7768,0.5636
0.7532,1.0574,0.7780,0.5605
0.7532,1.0574,0.7780,0.5605
0.7543,1.0567,0.7781,0.5641
0.7543,1.0567,0.7781,0.5641
0.7524,1.0598,0.7766,0.5639
0.7524,1.0598,0.7766,0.5639
0.7532,1.0470,0.7780,0.5636
0.7532,1.0470,0.7780,0.5636
0.7537,1.0518,0.7776,0.5623
0.7537,1.0518,0.7776,0.5623
0.7551,1.0499,0.7766,0.5625
0.7551,1.0499,0.7766,0.5625
0.7555,1.0472,0.7793,0.5610
0.7555,1.0472,0.7793,0.5610
0.7542,1.0504,0.7792,0.5608
0.7542,1.0504,0.7792,0.5608
0.7534,1.0553,0.7760,0.5646
0.7534,1.0553,0.7760,0.5646
0.7530,1.0548,0.7791,0.5600
0.7530,1.0548,0.7791,0.5600
0.7543,1.0466,0.7777,0.5612
0.7543,1.0466,0.7777,0.5612
0.7542,1.0467,0.7778,0.5650
0.7542,1.0467,0.7778,0.5650
0.7531,1.0499,0.7777,0.5633
0.7531,1.0499,0.7777,0.5633
0.7537,1.0466,0.7790,0.5643
0.7537,1.0466,0.7790,0.5643
0.7534,1.0455,0.7781,0.5638
0.7534,1.0455,0.7781,0.5638
0.7527,1.0491,0.7789,0.5598
0.7527,1.0491,0.7789,0.5598
0.7525,1.0505,0.7792,0.5585
0.7525,1.0505,0.7792,0.5585
0.7516,1.0561,0.7775,0.5632
0.7516,1.0561,0.7775,0.5632
0.7534,1.0450,0.7777,0.5640
0.7534,1.0450,0.7777,0.5640
0.7541,1.0447,0.7802,0.5567
0.7541,1.0447,0.7802,0.5567
0.7535,1.0494,0.7779,0.5597
0.7535,1.0494,0.7779,0.5597
0.7541,1.0496,0.7792,0.5617
0.7541,1.0496,0.7792,0.5617
0.7543,1.0511,0.7795,0.5622
0.7543,1.0511,0.7795,0.5622
0.7540,1.0517,0.7795,0.5586
0.7540,1.0517,0.7795,0.5586
0.7544,1.0502,0.7788,0.5602
0.7544,1.0502,0.7788,0.5602
0.7549,1.0481,0.7793,0.5616
0.7549,1.0481,0.7793,0.5616
0.7546,1.0489,0.7796,0.5574
0.7546,1.0489,0.7796,0.5574
0.7544,1.0500,0.7801,0.5600
0.7544,1.0500,0.7801,0.5600
